player_id,name,team,batting_style,bowling_style,playing_role,batting_runs,total_balls,total_fours,total_sixes,matches_played,total_overs,total_wickets,bowling_runs,total_maidens,total_wides,total_noballs,batting_strike_rate,bowling_economy,player_rating
129,Rohit Sharma(c),India,Right hand Bat,Right arm Offbreak,Top order Batter,116.0,109.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,106.42201834862387,0.0,92.06880733944955
130,Virat Kohli,India,Right hand Bat,Right arm Medium,Top order Batter,296.0,217.0,25.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,136.40552995391707,0.0,115.06221198156683
131,Suryakumar Yadav,India,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,239.0,126.0,26.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,189.68253968253967,0.0,137.87301587301587
132,Axar Patel,India,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,9.0,9.0,1.0,0.0,3.0,13.2,3.0,115.0,0.0,0.0,0.0,100.0,8.712121212121213,83.01515151515152
133,Hardik Pandya,India,Right hand Bat,Right arm Medium fast,Allrounder,128.0,97.0,7.0,7.0,5.0,18.0,8.0,146.0,0.0,3.0,1.0,131.95876288659792,8.11111111111111,116.03906071019472
134,Dinesh Karthik†,India,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,14.0,22.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.63636363636363,0.0,65.95454545454545
135,Ravichandran Ashwin,India,Right hand Bat,Right arm Offbreak,Bowling Allrounder,21.0,18.0,1.0,1.0,4.0,19.0,6.0,155.0,0.0,5.0,0.0,116.66666666666667,8.157894736842104,96.90350877192984
136,Bhuvneshwar Kumar,India,Right hand Bat,Right arm Medium,Bowler,4.0,6.0,0.0,0.0,1.0,18.4,4.0,115.0,3.0,5.0,0.0,66.66666666666666,6.250000000000001,72.16666666666666
137,Arshdeep Singh,India,Left hand Bat,Left arm Medium fast,Bowler,2.0,1.0,0.0,0.0,1.0,20.0,10.0,156.0,0.0,6.0,1.0,200.0,7.8,136.88
138,Mohammed Shami,India,Right hand Bat,Right arm Fast,Bowler,0.0,2.0,0.0,0.0,1.0,20.0,6.0,143.0,0.0,1.0,0.0,0.0,7.15,49.14
139,Naseem Shah,Pakistan,Right hand Bat,Right arm Fast,Bowler,5.0,3.0,0.0,0.0,1.0,26.0,3.0,162.0,0.0,4.0,0.0,166.66666666666669,6.230769230769231,110.17435897435898
140,Najmul Hossain Shanto,Bangladesh,Left hand Bat,Right arm Offbreak,Top order Batter,180.0,157.0,20.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,114.64968152866241,0.0,97.85987261146497
141,Soumya Sarkar,Bangladesh,Left hand Bat,Right arm Medium fast,Middle order Batter,49.0,39.0,3.0,3.0,4.0,3.0,1.0,29.0,0.0,1.0,0.0,125.64102564102564,9.666666666666666,92.88974358974359
142,Litton Das,Bangladesh,Right hand Bat,,Wicketkeeper Batter,127.0,89.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,142.69662921348313,0.0,107.57865168539325
143,Shakib Al Hasan(c),Bangladesh,Left hand Bat,Slow Left arm Orthodox,Allrounder,44.0,46.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,95.65217391304348,0.0,79.7608695652174
144,Afif Hossain,Bangladesh,Left hand Bat,Right arm Offbreak,Allrounder,95.0,76.0,6.0,3.0,5.0,1.0,1.0,11.0,0.0,0.0,0.0,125.0,11.0,93.6
145,Yasir Ali,Bangladesh,Right hand Bat,Right arm Offbreak,Middle order Batter,5.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,62.22222222222223
146,Nurul Hasan†,Bangladesh,Right hand Bat,,Wicketkeeper Batter,41.0,42.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,97.61904761904762,0.0,81.04761904761905
147,Mosaddek Hossain,Bangladesh,Right hand Bat,Right arm Offbreak,Middle order Batter,38.0,39.0,2.0,2.0,5.0,7.0,2.0,64.0,0.0,0.0,2.0,97.43589743589743,9.142857142857142,82.31721611721613
148,Taskin Ahmed,Bangladesh,Left hand Bat,Right arm Fast,Bowler,23.0,30.0,2.0,1.0,4.0,18.0,8.0,131.0,1.0,0.0,4.0,76.66666666666667,7.277777777777778,85.75555555555556
149,Hasan Mahmud,Bangladesh,Right hand Bat,Right arm Medium,Bowler,0.0,5.0,0.0,0.0,2.0,16.0,6.0,134.0,1.0,5.0,1.0,0.0,8.375,48.65
150,Shariz Ahmad,Netherlands,Left hand Bat,Legbreak Googly,Bowler,25.0,19.0,3.0,0.0,2.0,4.0,1.0,32.0,0.0,0.0,0.0,131.57894736842107,8.0,92.93157894736844
151,Shakib Al Hasan,Bangladesh,Left hand Bat,Slow Left arm Orthodox,Allrounder,0.0,0.0,0.0,0.0,,19.0,6.0,167.0,0.0,1.0,1.0,0.0,8.789473684210526,48.48421052631579
152,Mustafizur Rahman,Bangladesh,Left hand Bat,Left arm Fast medium,Bowler,9.0,4.0,0.0,1.0,2.0,20.0,3.0,112.0,0.0,2.0,0.0,225.0,5.6,134.76
153,Fionn Hand,Ireland,Right hand Bat,Right arm Medium,Bowling Allrounder,12.0,11.0,2.0,0.0,3.0,5.0,1.0,54.0,0.0,5.0,0.0,109.09090909090908,10.8,82.31636363636363
154,George Munsey,Scotland,Left hand Bat,Right arm Medium fast,Opening Batter,121.0,106.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,114.15094339622642,0.0,93.66037735849056
155,Michael Jones,Scotland,Right hand Bat,Right arm Offbreak,Top order Batter,110.0,77.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,142.85714285714286,0.0,106.14285714285714
156,Matthew Cross†,Scotland,Right hand Bat,,Wicketkeeper Batter,32.0,33.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,96.96969696969697,0.0,81.28787878787878
157,Richie Berrington(c),Scotland,Right hand Bat,Right arm Medium fast,Top order Batter,66.0,56.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,117.85714285714286,0.0,90.64285714285714
158,Calum MacLeod,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak",Top order Batter,48.0,43.0,5.0,0.0,3.0,1.0,0.0,11.0,0.0,0.0,0.0,111.62790697674419,11.0,82.75116279069768
159,Michael Leask,Scotland,Right hand Bat,Right arm Offbreak,Allrounder,33.0,28.0,4.0,0.0,3.0,10.0,4.0,67.0,0.0,1.0,0.0,117.85714285714286,6.7,94.46285714285715
160,Chris Greaves,Scotland,Right hand Bat,Legbreak,Bowler,19.0,18.0,2.0,0.0,2.0,2.0,0.0,18.0,0.0,1.0,0.0,105.55555555555556,9.0,79.62222222222223
161,Shamarh Brooks,West Indies,Right hand Bat,Legbreak,Top order Batter,4.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,53.33333333333333
162,Mark Watt,Scotland,Left hand Bat,Slow Left arm Orthodox,Bowler,0.0,0.0,0.0,0.0,,12.0,5.0,70.0,0.0,3.0,0.0,0.0,5.833333333333333,47.66666666666667
163,Brad Wheal,Scotland,Right hand Bat,Right arm Fast medium,Bowler,0.0,0.0,0.0,0.0,,12.0,4.0,83.0,0.0,0.0,0.0,0.0,6.916666666666667,45.233333333333334
164,Josh Davey,Scotland,Right hand Bat,Right arm Medium fast,Bowler,4.0,3.0,0.0,0.0,1.0,10.0,3.0,96.0,0.0,2.0,1.0,133.33333333333331,9.6,95.49333333333334
165,Safyaan Sharif,Scotland,Right hand Bat,Right arm Medium fast,Bowler,0.0,0.0,0.0,0.0,,8.6,2.0,78.0,0.0,3.0,1.0,0.0,9.069767441860465,40.372093023255815
166,Quinton de Kock†,South Africa,Left hand Bat,,Wicketkeeper Batter,124.0,77.0,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,161.03896103896105,0.0,117.41558441558442
167,Temba Bavuma(c),South Africa,Right hand Bat,Right arm Medium,Middle order Batter,70.0,62.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,112.90322580645163,0.0,90.16129032258065
168,Kagiso Rabada,South Africa,Left hand Bat,Right arm Fast,Bowler,10.0,10.0,0.0,0.0,2.0,16.0,2.0,151.0,0.0,2.0,0.0,100.0,9.4375,80.225
169,Wayne Parnell,South Africa,Left hand Bat,Left arm Medium fast,Bowler,5.0,13.0,0.0,0.0,4.0,16.0,5.0,102.0,1.0,2.0,0.0,38.46153846153847,6.375,62.83461538461539
170,Lungi Ngidi,South Africa,Right hand Bat,Right arm Fast medium,Bowler,4.0,1.0,1.0,0.0,1.0,13.0,7.0,116.0,0.0,4.0,0.0,400.0,8.923076923076923,210.93076923076924
171,Keshav Maharaj,South Africa,Right hand Bat,Slow Left arm Orthodox,Bowler,13.0,12.0,0.0,1.0,1.0,12.0,3.0,89.0,0.0,0.0,0.0,108.33333333333333,7.416666666666667,87.36666666666667
172,Anrich Nortje,South Africa,Right hand Bat,Right arm Fast,Bowler,5.0,6.0,1.0,0.0,2.0,17.3,11.0,94.0,0.0,0.0,1.0,83.33333333333334,5.433526011560693,93.65992292870907
173,Timm van der Gugten,Netherlands,Right hand Bat,Right arm Fast medium,Bowler,0.0,1.0,0.0,0.0,1.0,6.0,1.0,60.0,0.0,2.0,0.0,0.0,10.0,38.0
174,Finn Allen,New Zealand,Right hand Bat,,Top order Batter,95.0,51.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,186.27450980392157,0.0,125.00980392156863
175,Devon Conway†,New Zealand,Left hand Bat,Right arm Medium,Wicketkeeper Batter,145.0,124.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,116.93548387096774,0.0,94.7741935483871
176,Kane Williamson(c),New Zealand,Right hand Bat,Right arm Offbreak,Top order Batter,178.0,153.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,116.33986928104576,0.0,97.0359477124183
177,Glenn Phillips,New Zealand,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,201.0,127.0,19.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,158.26771653543307,0.0,120.80708661417323
178,James Neesham,New Zealand,Left hand Bat,Right arm Medium fast,Batting Allrounder,53.0,37.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,143.24324324324326,0.0,100.2972972972973
179,Tim David,Australia,Right hand Bat,Right arm Offbreak,Middle order Batter,26.0,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,144.44444444444443,0.0,99.77777777777777
180,Matthew Wade†,Australia,Left hand Bat,Right arm Medium,Wicketkeeper Batter,9.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,128.57142857142858,0.0,91.92857142857144
181,Adam Zampa,Australia,Right hand Bat,Legbreak Googly,Bowler,1.0,3.0,0.0,0.0,2.0,12.0,5.0,80.0,0.0,1.0,0.0,33.33333333333333,6.666666666666667,60.66666666666667
182,Trent Boult,New Zealand,Right hand Bat,Left arm Fast medium,Bowler,0.0,0.0,0.0,0.0,,20.0,8.0,148.0,0.0,3.0,0.0,0.0,7.4,53.04
183,Tim Southee,New Zealand,Right hand Bat,Right arm Medium fast,Bowler,5.0,3.0,1.0,0.0,2.0,17.2,7.0,114.0,1.0,3.0,0.0,166.66666666666669,6.627906976744186,118.51550387596899
184,Mitchell Santner,New Zealand,Left hand Bat,Slow Left arm Orthodox,Bowling Allrounder,27.0,16.0,0.0,2.0,3.0,20.0,9.0,129.0,0.0,0.0,0.0,168.75,6.45,124.92
185,Lockie Ferguson,New Zealand,Right hand Bat,Right arm Fast,Bowler,0.0,0.0,0.0,0.0,,19.0,7.0,159.0,0.0,4.0,1.0,0.0,8.368421052631579,50.65263157894737
186,Ish Sodhi,New Zealand,Right hand Bat,Legbreak,Bowler,7.0,7.0,0.0,0.0,2.0,19.2,6.0,130.0,0.0,3.0,0.0,100.0,6.770833333333334,89.29166666666667
187,Aryan Lakra,U.A.E.,Left hand Bat,Slow Left arm Orthodox,Bowler,1.0,3.0,0.0,0.0,1.0,3.0,1.0,24.0,0.0,0.0,0.0,33.33333333333333,8.0,52.13333333333334
188,Stephan Myburgh,Netherlands,Left hand Bat,Right arm Offbreak,Opening Batter,51.0,48.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,106.25,0.0,87.5
189,Brandon Glover,Netherlands,Right hand Bat,Right arm Fast,Bowler,0.0,0.0,0.0,0.0,,8.5,7.0,60.0,1.0,3.0,0.0,0.0,7.0588235294117645,51.1764705882353
190,Shoriful Islam,Bangladesh,Left hand Bat,Left arm Medium fast,Bowler,0.0,0.0,0.0,0.0,,4.0,0.0,57.0,0.0,2.0,2.0,0.0,14.25,34.300000000000004
191,Daryl Mitchell,New Zealand,Right hand Bat,Right arm Medium,Allrounder,109.0,85.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,128.23529411764707,0.0,94.79411764705884
192,Kasun Rajitha,Sri Lanka,Right hand Bat,Right arm Medium fast,Bowler,8.0,21.0,0.0,0.0,1.0,11.0,3.0,94.0,0.0,4.0,3.0,38.095238095238095,8.545454545454545,57.819913419913426
193,Deepak Hooda,India,Right hand Bat,Right arm Offbreak,Allrounder,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
194,Rilee Rossouw,South Africa,Left hand Bat,Right arm Offbreak,Top order Batter,141.0,83.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,169.87951807228916,0.0,121.45180722891567
195,Aiden Markram,South Africa,Right hand Bat,Right arm Offbreak,Opening Batter,99.0,79.0,13.0,1.0,4.0,3.0,1.0,21.0,0.0,1.0,0.0,125.31645569620254,7.0,96.82658227848103
196,David Miller,South Africa,Left hand Bat,Right arm Offbreak,Middle order Batter,78.0,67.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4179104477612,0.0,92.06716417910448
197,Tristan Stubbs,South Africa,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,31.0,31.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,82.0
198,Nasum Ahmed,Bangladesh,Left hand Bat,Slow Left arm Orthodox,Bowler,7.0,6.0,1.0,0.0,1.0,4.0,1.0,14.0,0.0,2.0,0.0,116.66666666666667,3.5,87.76666666666668
199,Mohammad Haris,Pakistan,Right hand Bat,Right arm Offbreak,Middle order Batter,97.0,67.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,144.77611940298507,0.0,106.91044776119404
200,Mohammad Wasim,Pakistan,Right hand Bat,Right arm Fast medium,Allrounder,16.0,22.0,2.0,0.0,3.0,17.0,8.0,124.0,0.0,8.0,0.0,72.72727272727273,7.294117647058823,83.17326203208557
201,Ebadot Hossain,Bangladesh,Right hand Bat,Right arm Fast medium,Bowler,0.0,0.0,0.0,0.0,,3.1,1.0,25.0,0.0,0.0,1.0,0.0,8.064516129032258,38.774193548387096
202,Heinrich Klaasen,South Africa,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,36.0,27.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,133.33333333333331,0.0,95.83333333333333
203,Brad Evans,Zimbabwe,Right hand Bat,Right arm Fast,Allrounder,21.0,17.0,0.0,1.0,2.0,7.0,2.0,57.0,0.0,1.0,0.0,123.52941176470588,8.142857142857142,91.15462184873951
204,Fakhar Zaman,Pakistan,Left hand Bat,Slow Left arm Orthodox,Opening Batter,20.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,91.5
205,Cameron Green,Australia,Right hand Bat,Right arm Fast medium,Batting Allrounder,3.0,2.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,0.0,150.0,6.5,97.4
206,Steven Smith,Australia,Right hand Bat,Legbreak Googly,Middle order Batter,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.5
207,Matthew Wade(c)†,Australia,Left hand Bat,Right arm Medium,Wicketkeeper Batter,6.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,70.5
208,Kane Richardson,Australia,Right hand Bat,Right arm Fast medium,Bowler,1.0,1.0,0.0,0.0,1.0,4.0,1.0,48.0,0.0,1.0,0.0,100.0,12.0,77.2
209,Gulbadin Naib,Afghanistan,Right hand Bat,Right arm Medium fast,Batting Allrounder,51.0,37.0,3.0,2.0,2.0,4.0,0.0,43.0,0.0,0.0,0.0,137.83783783783784,10.75,94.33513513513515
210,Darwish Rasooli,Afghanistan,Right hand Bat,Right arm Offbreak,Top order Batter,15.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.38461538461537,0.0,86.65384615384616
211,Naveen-ul-Haq,Afghanistan,Right hand Bat,Right arm Medium fast,Bowler,0.0,0.0,0.0,0.0,1.0,4.0,3.0,21.0,0.0,0.0,0.0,0.0,5.25,43.9
212,Rishabh Pant†,India,Left hand Bat,,Wicketkeeper Batter,9.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.5
213,Tony Munyonga,Zimbabwe,Right hand Bat,Right arm Offbreak,Allrounder,7.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,68.5
214,Wellington Masakadza,Zimbabwe,Left hand Bat,Slow Left arm Orthodox,Bowler,1.0,7.0,0.0,0.0,1.0,2.0,0.0,12.0,0.0,1.0,0.0,14.285714285714285,6.0,43.31428571428572
215,Tabraiz Shamsi,South Africa,Right hand Bat,Left arm Wrist spin,Bowler,1.0,1.0,0.0,0.0,1.0,8.0,4.0,56.0,0.0,4.0,0.0,100.0,7.0,85.2
216,Phil Salt,England,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,10.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11111111111111,0.0,85.44444444444446
217,Chris Jordan,England,Right hand Bat,Right arm Fast medium,Bowler,0.0,0.0,0.0,0.0,,8.0,5.0,70.0,0.0,1.0,0.0,0.0,8.75,46.5
218,Regis Chakabva(c)†,Zimbabwe,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,13.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,144.44444444444443,0.0,99.27777777777777
219,Mehidy Hasan Miraz,Bangladesh,Right hand Bat,Right arm Offbreak,Allrounder,11.0,13.0,0.0,0.0,1.0,3.0,0.0,32.0,0.0,0.0,0.0,84.61538461538461,10.666666666666666,69.57948717948719
