player_id,name,team,playing_role,performance_type,matches_played,batting_runs,total_balls,total_fours,total_sixes,batting_average,strike_rate,total_overs,total_wickets,bowling_runs,total_maidens,total_wides,total_noballs,bowling_average,economy_rate,bowling_strike_rate,batting_rating,bowling_rating,overall_rating,role_consistency_score,final_rating
50,Gareth Delany,Ireland,Batting Allrounder,Bowling All-rounder,5.0,69.0,54.0,7.0,1.0,13.8,127.78,23.3,6.0,185.0,0.0,8.0,0.0,30.83,7.94,23.3,95.25309178743963,39.88798283261803,67.57053731002883,0.1452446828302062,69.53338956208117
8,JJ Smit,Namibia,Bowling Allrounder,Bits and Pieces,3.0,39.0,23.0,3.0,2.0,13.0,169.57,11.0,3.0,79.0,0.0,1.0,0.0,26.33,7.18,22.0,88.18886287625419,37.43000000000001,62.8094314381271,0.5220734485957028,69.36765873317476
6,Jan Frylinck,Namibia,Allrounder,Batting All-rounder,3.0,101.0,93.0,6.0,1.0,33.67,108.6,11.0,3.0,72.0,1.0,2.0,0.0,24.0,6.55,22.0,82.65175130416267,36.71818181818182,59.684966561172246,0.7946723541462042,69.1709651380331
188,Stephan Myburgh,Netherlands,Opening Batter,Batsman,3.0,51.0,48.0,8.0,1.0,17.0,106.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.18352941176471,24.012012012012015,60.09777071188836,0.7086945277037742,68.61596295803064
127,Haris Rauf,Pakistan,Bowler,Bowling All-rounder,3.0,10.0,7.0,0.0,1.0,3.33,142.86,26.0,8.0,178.0,1.0,3.0,0.0,22.25,6.85,19.5,62.51428571428571,55.45846153846154,58.98637362637363,0.7948194773288844,68.36307735742174
75,Moeen Ali,England,Batting Allrounder,Batsman,5.0,57.0,46.0,6.0,1.0,11.4,123.91,2.0,0.0,9.0,0.0,0.0,0.0,0.0,4.5,0.0,90.70016018306636,31.53151651651652,61.11583834979144,0.575166650422108,68.14619675606914
202,Heinrich Klaasen,South Africa,Wicketkeeper Batter,Batsman,2.0,36.0,27.0,3.0,1.0,18.0,133.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.04666666666667,27.013513513513516,57.03009009009009,0.939758077475425,67.74898765435277
59,Rahmanullah Gurbaz,Afghanistan,Wicketkeeper Batter,Batsman,3.0,68.0,50.0,4.0,5.0,22.67,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.60352941176471,27.013513513513516,65.8085214626391,0.0855466867231097,66.93446165649418
24,David Warner,Australia,Opening Batter,Batsman,4.0,44.0,41.0,6.0,0.0,11.0,107.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.98855875831487,24.012012012012015,55.50028538516344,0.9989387492162638,66.5885625179236
124,Mohammad Nawaz,Pakistan,Allrounder,Bits and Pieces,5.0,68.0,64.0,7.0,2.0,13.6,106.25,9.0,3.0,67.0,0.0,2.0,1.0,22.33,7.44,18.0,80.54705882352941,33.099999999999994,56.8235294117647,0.7922167710550491,65.82684000987267
141,Soumya Sarkar,Bangladesh,Middle order Batter,Bits and Pieces,4.0,49.0,39.0,3.0,3.0,12.25,125.64,3.0,1.0,29.0,0.0,1.0,0.0,29.0,9.67,18.0,91.65613291470434,26.49,59.07306645735217,0.551002041145432,65.58294249629633
152,Mustafizur Rahman,Bangladesh,Bowler,Bits and Pieces,2.0,9.0,4.0,0.0,1.0,4.5,225.0,20.0,3.0,112.0,0.0,2.0,0.0,37.33,5.6,40.0,90.16000000000001,40.434,65.297,0.0138327233802514,65.47764706771206
37,Craig Ervine,Zimbabwe,Middle order Batter,Batsman,7.0,112.0,125.0,13.0,0.0,16.0,89.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7054285714286,27.013513513513516,59.35947104247106,0.4813699387578865,65.07424403055403
191,Daryl Mitchell,New Zealand,Allrounder,Batsman,4.0,109.0,85.0,5.0,1.0,27.25,128.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.15008094981113,30.015015015015017,60.582547982413075,0.3160038210215707,64.41141131234612
108,Johnson Charles,West Indies,Wicketkeeper Batter,Batsman,2.0,69.0,54.0,6.0,3.0,34.5,127.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07917874396136,27.013513513513516,63.04634612873744,0.0764055625503272,64.0097644372792
15,Wanindu Hasaranga de Silva,Sri Lanka,Allrounder,Bowling All-rounder,6.0,25.0,34.0,2.0,0.0,4.17,73.53,31.0,15.0,199.0,1.0,0.0,0.0,13.27,6.42,12.4,46.51176470588236,62.28387096774193,54.397817836812145,0.8797299051000116,63.96889526145744
119,Babar Azam,Pakistan,Batter,Batsman,7.0,124.0,133.0,13.0,0.0,17.71,93.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.07387824399709,30.015015015015017,58.544446629506055,0.4125254911516881,63.37466194951421
78,Sam Curran,England,Allrounder,Bowling All-rounder,2.0,12.0,14.0,0.0,1.0,6.0,85.71,22.4,13.0,148.0,0.0,3.0,0.0,11.38,6.61,10.34,52.885714285714286,53.96875,53.42723214285714,0.9052548220419908,63.1002840479928
60,Ibrahim Zadran,Afghanistan,Opening Batter,Batsman,3.0,80.0,83.0,6.0,2.0,26.67,96.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26506024096385,24.012012012012015,57.638536126487935,0.416159051838464,62.43589583523919
112,Rovman Powell,West Indies,Middle order Batter,Batsman,3.0,39.0,35.0,2.0,2.0,13.0,111.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.82164835164836,27.013513513513516,52.91758093258094,0.8976054643440758,62.41740289357184
100,Tom Cooper,Netherlands,Middle order Batter,Batsman,8.0,107.0,103.0,7.0,3.0,13.38,103.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.20565375192815,27.013513513513516,61.109583632720835,0.0922019492730034,62.236468178760525
172,Anrich Nortje,South Africa,Bowler,Bowling All-rounder,2.0,5.0,6.0,1.0,0.0,2.5,83.33,17.3,11.0,94.0,0.0,0.0,1.0,8.55,5.43,9.44,47.06666666666667,61.751445086705196,54.40905587668593,0.7101599555865196,62.13688241766429
204,Fakhar Zaman,Pakistan,Opening Batter,Batsman,1.0,20.0,16.0,3.0,0.0,20.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8,24.012012012012015,56.40600600600601,0.4594067542277149,61.58866603363965
107,Kyle Mayers,West Indies,Batting Allrounder,Batsman,3.0,34.0,30.0,5.0,1.0,11.33,113.33,3.0,0.0,41.0,0.0,3.0,0.0,0.0,13.67,0.0,86.32196078431375,26.856516516516518,56.58923865041513,0.4338211765201301,61.499160668355444
157,Richie Berrington,Scotland,Top order Batter,Batsman,3.0,66.0,56.0,3.0,2.0,22.0,117.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.42233766233767,24.012012012012015,58.71717483717484,0.2352167437052746,61.47942737012954
42,Ryan Burl,Zimbabwe,Middle order Batter,Batsman,7.0,101.0,97.0,11.0,2.0,14.43,104.12,5.0,0.0,48.0,0.0,0.0,0.0,0.0,9.6,0.0,97.44146269266103,24.421513513513517,60.931488103087275,0.0127326542044807,61.08665201672348
117,Jason Holder,West Indies,Bowling Allrounder,Bits and Pieces,2.0,42.0,36.0,4.0,1.0,21.0,116.67,10.2,5.0,49.0,0.0,0.0,0.0,9.8,4.8,12.24,67.48285714285716,43.76274509803922,55.62280112044819,0.4889352644028145,61.06199091497849
196,David Miller,South Africa,Middle order Batter,Batsman,3.0,78.0,67.0,5.0,3.0,26.0,116.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.04080367393802,27.013513513513516,60.027158593725765,0.0841321377034132,61.03720122827616
